customer_tweet_id,customer_text,human_intent,system,reply,relevance,policy_compliance,grounding,tone,overall,is_deflection,judge_reason,judge_model,rubric_version
1497118,@118189 I want my pictures back. Go in your memory and retrieve them,data_loss_recovery,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",5,5,5,4,5,False,"The reply correctly identifies the intent as data loss recovery, asks for the specific required information (account email) to proceed, and maintains a professional tone without inventing details.",qwen/qwen3.8-27b,v1
2430111,"how do i restore files as ive been hacked
@DropboxSupport",data_loss_recovery,llm,"Hi, for security we need to verify your account. Please DM us your ticket ID and the email on the account so we can help restore your files. Thanks!",5,5,5,5,5,False,"The reply correctly identifies the intent as data loss/security, asks for specific verification details (ticket ID and email) as required by policy, and avoids inventing information.",qwen/qwen3.8-27b,v1
2430111,"how do i restore files as ive been hacked
@DropboxSupport",data_loss_recovery,simple,"@590012 Hey Colin, to restore deleted files you can visit your Events page here: https://t.co/WlNQRcsSVk. Feel free to DM us for more info, thanks!",2,2,2,4,2,True,"The reply fails to address the security aspect of the hack, invents the customer's name ('Colin'), and provides a bare 'DM us' instruction without specifying what information to send, violating brand policies for account-specific intents.",qwen/qwen3.8-27b,v1
2430111,"how do i restore files as ive been hacked
@DropboxSupport",data_loss_recovery,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",5,5,5,5,5,False,"The reply correctly identifies the intent as data loss/security, asks for the specific required information (account email) to proceed, and maintains a professional tone without inventing details.",qwen/qwen3.8-27b,v1
1099456,@DropboxSupport Please can we have the 'green tick' checkmark on the task bar back to show that everything is 'ok'? Not the same without it.,feature_request,llm,We removed the green tick to improve consistency; it's not currently available. You can check sync status via the Dropbox icon in the system tray or the desktop app. Let us know if you need help.,5,5,5,5,5,False,"The reply directly addresses the feature request by explaining the removal and providing the specific alternative method to check sync status, fully complying with the policy for informational intents.",qwen/qwen3.8-27b,v1
1099456,@DropboxSupport Please can we have the 'green tick' checkmark on the task bar back to show that everything is 'ok'? Not the same without it.,feature_request,simple,"@370994 ...Thanks for the feedback. We always value it, positive or negative. 2/2",1,1,5,3,1,False,"The reply fails to address the feature request or provide any information, violating the policy that requires an actual answer or pointer to the feature for informational intents.",qwen/qwen3.8-27b,v1
1099456,@DropboxSupport Please can we have the 'green tick' checkmark on the task bar back to show that everything is 'ok'? Not the same without it.,feature_request,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",2,1,4,4,2,True,"The reply fails the brand policy for feature requests by deflecting to a DM instead of addressing the feature status or pointing to the specific setting, and it incorrectly treats a general UI preference as an account-specific issue.",qwen/qwen3.8-27b,v1
989345,@118189 I usually have other documents which belong to a text but I can't keep them together if I want to use Paper.,feature_request,llm,"Hi @118189, you can attach files to a Paper doc by clicking the + button in the toolbar and choosing 'Attach file'. This keeps them together. Let us know if that helps!",5,5,5,5,5,False,"The reply directly addresses the feature request by providing the specific method to attach files to a Paper document, complying with the policy for informational intents.",qwen/qwen3.8-27b,v1
989345,@118189 I usually have other documents which belong to a text but I can't keep them together if I want to use Paper.,feature_request,simple,"@462750 Hey Rosemary, does this happen when you go to https://t.co/WOZPQzS7n9? Let us know. Thanks!",1,1,5,4,1,True,"The reply fails to address the feature request or point to a specific feature/setting as required by policy, instead deflecting with a generic troubleshooting question and a link.",qwen/qwen3.8-27b,v1
989345,@118189 I usually have other documents which belong to a text but I can't keep them together if I want to use Paper.,feature_request,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",1,1,5,4,1,True,"The reply fails to address the feature request by providing an answer or pointing to a specific feature, instead incorrectly deflecting to a DM for an account-specific issue that does not exist.",qwen/qwen3.8-27b,v1
2053253,@DropboxSupport Out of Space Warning will not go away even though 50%+ unwanted files removed - how to make DB recognize it is not at 100%,how_to_usage,llm,"@123456 Thanks for reaching out! To clear the warning, restart the Dropbox app or clear its local cache. On desktop: Settings > Sync > Advanced > Clear cache. Also empty the Recycle Bin. Let us know if it still shows up. Thanks!",5,5,5,5,5,False,"The reply directly addresses the how_to_usage intent by providing specific, actionable steps to clear the cache and empty the recycle bin, which is the correct solution for this issue.",qwen/qwen3.8-27b,v1
2053253,@DropboxSupport Out of Space Warning will not go away even though 50%+ unwanted files removed - how to make DB recognize it is not at 100%,how_to_usage,simple,"@693466 Hey there, let us send over some tips to help you locate them! To restore deleted files, please visit your Events page here: https://t.co/WlNQRcsSVk. If you’d like more info about restorations, you can have a look at: https://t.co/O5rt2mjygF. Keep us updated on the outcome here!",1,1,2,3,1,False,"The reply completely misinterprets the user's issue (storage quota not updating) as a file restoration problem, providing irrelevant links and failing to address the actual 'how to' question.",qwen/qwen3.8-27b,v1
2053253,@DropboxSupport Out of Space Warning will not go away even though 50%+ unwanted files removed - how to make DB recognize it is not at 100%,how_to_usage,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",2,1,5,4,2,True,"The reply fails to provide the requested how-to information or point to the specific feature (e.g., storage refresh) and instead deflects to a DM, which is explicitly prohibited for informational intents.",qwen/qwen3.8-27b,v1
2629478,"@DropboxSupport WTF is going on.I keep getting messages saying my Dropbox is full and to pay for more space. So I delete loads of ancient jpgs, only to find them all being reloaded, but I cannot find where the instruction is hidden to STOP THIS HAPPENING. Please advise.",how_to_usage,llm,"Hi! If you delete files locally but they reappear, they’re still in the cloud. Delete them from the web or set them to 'Online only' via Files on Demand, then delete. Also check Selective Sync to exclude those folders. Hope this helps!",5,5,5,5,5,False,"The reply directly addresses the customer's issue by explaining the cause (cloud sync) and providing specific, actionable steps (delete via web, use Files on Demand, check Selective Sync) without deflecting to DMs.",qwen/qwen3.8-27b,v1
2629478,"@DropboxSupport WTF is going on.I keep getting messages saying my Dropbox is full and to pay for more space. So I delete loads of ancient jpgs, only to find them all being reloaded, but I cannot find where the instruction is hidden to STOP THIS HAPPENING. Please advise.",how_to_usage,simple,"@265228 Hi there, hope you are doing good! Currently, we don't have a feature to make all your files online, but what you can do is to go ahead and apply Selective Sync to each computer so you can choose the files you want synced locally. Hope this helps!",2,2,3,4,2,False,"The reply fails to address the customer's specific issue of files reappearing after deletion (likely due to version history or sync conflicts) and instead suggests Selective Sync, which does not solve the storage full problem or the reloading behavior described.",qwen/qwen3.8-27b,v1
2629478,"@DropboxSupport WTF is going on.I keep getting messages saying my Dropbox is full and to pay for more space. So I delete loads of ancient jpgs, only to find them all being reloaded, but I cannot find where the instruction is hidden to STOP THIS HAPPENING. Please advise.",how_to_usage,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",1,1,5,4,1,True,"The reply fails to address the customer's specific how-to question about stopping file reloading and incorrectly redirects them to DM for an informational intent, violating brand policy.",qwen/qwen3.8-27b,v1
1331572,@DropboxSupport It's not going to show up in a screenshot. It was a little pop up that displayed on my screen and then disappeared.,no_action_needed,llm,"Hi, thanks for letting us know. Could you try a different browser or device and see if the pop‑up still shows? If you can capture a screenshot or describe the message, that would help us investigate. Let us know!",5,5,5,5,5,False,"The reply appropriately addresses the technical issue by suggesting troubleshooting steps and requesting specific details (description) rather than deflecting to a DM, which aligns with the 'no_action_needed' intent where the agent is gathering information to resolve a potential bug.",qwen/qwen3.8-27b,v1
1331572,@DropboxSupport It's not going to show up in a screenshot. It was a little pop up that displayed on my screen and then disappeared.,no_action_needed,simple,"@237733 Hi Jason, thanks for the info, we’ll pass it onto our dev team. You can still refer friends to earn extra quota on your account if you wish!",5,5,5,5,5,False,"The reply correctly acknowledges the user's report of a transient UI issue, commits to passing it to the dev team (appropriate for a bug report where no action is needed from the user), and offers a relevant alternative feature without inventing details or deflecting to DMs.",qwen/qwen3.8-27b,v1
1331572,@DropboxSupport It's not going to show up in a screenshot. It was a little pop up that displayed on my screen and then disappeared.,no_action_needed,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",2,2,5,4,2,True,"The reply is a deflection that fails to address the specific technical issue (transient UI element) and does not specify what details to send in the DM, violating the policy for account-specific or technical troubleshooting intents.",qwen/qwen3.8-27b,v1
1507042,@DropboxSupport Thank you for your responses. I have messaged you the ticket number received last evening.,no_action_needed,llm,"Hi, we have replied to your DM. Thanks!",5,5,5,5,5,False,"The reply correctly confirms that the support team has already addressed the customer's private message, which is the appropriate public response when the specific issue has been moved to DMs and resolved there.",qwen/qwen3.8-27b,v1
1507042,@DropboxSupport Thank you for your responses. I have messaged you the ticket number received last evening.,no_action_needed,simple,"@139901 Hi there, we were able to locate your case and it is already being handled by our team's specialists. You will be receiving updates via the ticket's email chain. Feel free to reach back should you need anything else. Thanks and have a great weekend ahead!",5,5,5,5,5,False,"The reply correctly confirms the case was located and informs the customer of the next steps without inventing details or deflecting, which is appropriate for a status update intent.",qwen/qwen3.8-27b,v1
1507042,@DropboxSupport Thank you for your responses. I have messaged you the ticket number received last evening.,no_action_needed,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",5,5,5,5,5,False,"The reply correctly acknowledges the customer's action and requests the specific account email required for verification, adhering to the brand's policy for account-specific issues without inventing details.",qwen/qwen3.8-27b,v1
1859795,Dropbox phishing site - hxxp://uticawebdesign[.]com/koya/proposal/LoginVerification[.]php @DropboxSupport #Phishing https://t.co/muw5F71laH,phishing_abuse_report,llm,"Hi there, thanks for flagging. Please forward the URL to our specialized team at __email__ so we can investigate. Thanks & hope you have a lovely day!",5,5,5,5,5,False,"The reply correctly identifies the intent as a phishing report, acknowledges the user, and provides a specific, actionable instruction (forwarding the URL to a specialized team) rather than a bare deflection, while maintaining a professional tone.",qwen/qwen3.8-27b,v1
1859795,Dropbox phishing site - hxxp://uticawebdesign[.]com/koya/proposal/LoginVerification[.]php @DropboxSupport #Phishing https://t.co/muw5F71laH,phishing_abuse_report,simple,"@818516 Hi Marco, we appreciate your cooperation on the matter, as this isn't an official Dropbox domain (https://t.co/LIB9t4PTvo). Could you forward the url to us at “__email__”, so that our specialized team makes sure to investigate further? Thanks &amp; hope you have a lovely day!",5,5,5,5,5,False,"The reply correctly identifies the intent as a phishing report, confirms the domain is not official, and provides a specific action (forwarding the URL to a designated email) for the specialized team to investigate, which aligns with best practices for handling abuse reports.",qwen/qwen3.8-27b,v1
1859795,Dropbox phishing site - hxxp://uticawebdesign[.]com/koya/proposal/LoginVerification[.]php @DropboxSupport #Phishing https://t.co/muw5F71laH,phishing_abuse_report,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",5,5,5,5,5,False,"The reply correctly acknowledges the phishing report, commits to investigating, and asks for the specific account email required to verify the user's identity and take action, adhering to brand guidelines for security-related intents.",qwen/qwen3.8-27b,v1
1979514,#phishing #TakeItDown @118189 Business credential phish hxxps://momyco[.]men/file-directory/open-document-512KB/Microsoft-pages.docx https://t.co/MVL8RNFeU0,phishing_abuse_report,llm,"Hi, we’re sorry to hear about this. Please DM us at https://t.co/y7rSTLsgY2 to create a ticket. We’ll investigate and take action.",4,3,5,5,4,False,"The reply correctly identifies the need for a private channel for security reports and promises investigation, but it fails to specify exactly what information (e.g., the URL or account details) the customer should send in the DM, which is required by the brand policy for account/security-specific intents.",qwen/qwen3.8-27b,v1
1979514,#phishing #TakeItDown @118189 Business credential phish hxxps://momyco[.]men/file-directory/open-document-512KB/Microsoft-pages.docx https://t.co/MVL8RNFeU0,phishing_abuse_report,simple,"@637218 Hi there, we’d like to look into this matter further, could you please write to us at https://t.co/y7rSTLsgY2.

You should get an automated email with the 7 digit ticket ID, please could you DM that to us in order to locate it in our system? Thanks!",5,5,5,5,5,False,"The reply correctly directs the user to the specific abuse reporting channel and explicitly instructs them to provide the ticket ID, which is the required next step for handling phishing reports without inventing details.",qwen/qwen3.8-27b,v1
1979514,#phishing #TakeItDown @118189 Business credential phish hxxps://momyco[.]men/file-directory/open-document-512KB/Microsoft-pages.docx https://t.co/MVL8RNFeU0,phishing_abuse_report,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",4,4,5,5,4,False,"The reply correctly identifies the need for account verification to handle the abuse report, specifies exactly what to send (account email) as required by policy, and maintains a professional tone without inventing details.",qwen/qwen3.8-27b,v1
869536,@118189 some in Russia logged into my account! any breach updates? https://t.co/u1lDU2koeO,security_account_compromise,llm,"@118189 Hi, we’re looking into this. Please DM us your ticket ID and the email address on the account so we can investigate. Thanks!",5,5,5,5,5,False,"The reply correctly identifies the security intent, asks for the specific required details (ticket ID and email) as per brand policy, and maintains a professional tone without inventing facts.",qwen/qwen3.8-27b,v1
869536,@118189 some in Russia logged into my account! any breach updates? https://t.co/u1lDU2koeO,security_account_compromise,simple,"@388082 Hi Ben, do you have any ticket ID’s as reference to your support interactions that we can locate and review? Thanks in advance!",5,5,5,5,5,False,"The reply correctly identifies the security intent, asks for the specific reference information (ticket ID) required to investigate the account compromise, and avoids inventing details or deflecting without instruction.",qwen/qwen3.8-27b,v1
869536,@118189 some in Russia logged into my account! any breach updates? https://t.co/u1lDU2koeO,security_account_compromise,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",5,5,5,5,5,False,"The reply correctly identifies the security intent, asks for the specific required information (account email) to proceed, and avoids inventing details or making unsupported promises.",qwen/qwen3.8-27b,v1
1948614,@118189 I have been hacked and a document sent to my entire email contact list. Please can someone contact me?,security_account_compromise,llm,"Hi, please DM us your ticket ID and the email on the account so we can help. You can also visit https://t.co/y7rSTLsgY2 for more info. Thanks!",5,5,5,5,5,False,"The reply correctly identifies the intent as a security issue, asks for the specific required details (ticket ID and account email) to proceed, and provides a relevant resource link without inventing facts.",qwen/qwen3.8-27b,v1
1948614,@118189 I have been hacked and a document sent to my entire email contact list. Please can someone contact me?,security_account_compromise,simple,"@390270 Hi there, we’d highly recommend that you please write to us at https://t.co/y7rSTLsgY2. If you can’t login, you should see an option... 1/2",2,2,4,4,2,True,"The reply fails to follow the brand policy for security_account_compromise by directing the user to a general link instead of asking them to DM specific account details, and it does not address the urgency of the compromised account.",qwen/qwen3.8-27b,v1
1948614,@118189 I have been hacked and a document sent to my entire email contact list. Please can someone contact me?,security_account_compromise,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",5,5,5,5,5,False,"The reply correctly identifies the security intent, asks for the specific required information (account email) to proceed, and maintains a professional tone without inventing details.",qwen/qwen3.8-27b,v1
1480046,@118189 Do you have some problems this morning I can’t connect to my account.,service_outage,llm,"Hi there, sorry to hear! Could you let us know what error you see when trying to log in? If you prefer, DM us with details and we’ll help.",4,5,5,5,5,False,"The reply correctly identifies the issue as potentially account-specific, asks for necessary details to diagnose, and offers a DM channel without inventing facts or refusing to help.",qwen/qwen3.8-27b,v1
1480046,@118189 Do you have some problems this morning I can’t connect to my account.,service_outage,simple,"@427856 Hi there, have you tried clicking the Unlink button and signing into your account again to see if this resolves the issue?",1,1,1,3,1,False,"The reply invents a non-existent 'Unlink' button for a connection issue, fails to address the reported service outage, and provides unsafe, hallucinated troubleshooting steps.",qwen/qwen3.8-27b,v1
1480046,@118189 Do you have some problems this morning I can’t connect to my account.,service_outage,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",5,5,5,5,5,False,"The reply correctly identifies the issue as a service outage, acknowledges it publicly, and follows policy by asking for the specific account email via DM to assist further.",qwen/qwen3.8-27b,v1
2430108,"@DropboxSupport hi there! Is dropbox down today? I'm getting ""This site can't be reached"" messages. HALP!",service_outage,llm,"Hey there, our services are up. If you still see errors, try clearing your browser cache or check your network. Let us know if it persists. Thanks!",5,5,5,5,5,False,"The reply directly addresses the outage inquiry by confirming service status and providing immediate troubleshooting steps, which is appropriate for a public informational intent.",qwen/qwen3.8-27b,v1
2430108,"@DropboxSupport hi there! Is dropbox down today? I'm getting ""This site can't be reached"" messages. HALP!",service_outage,simple,"@449910 Hi there, our engineers were working on this problem and resolved it. All services and functionality should be fully restored.",5,5,5,5,5,False,"The reply directly addresses the service outage intent by confirming the issue was resolved and services are restored, which is the correct approach for this intent type.",qwen/qwen3.8-27b,v1
2430108,"@DropboxSupport hi there! Is dropbox down today? I'm getting ""This site can't be reached"" messages. HALP!",service_outage,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",4,5,5,5,5,False,"The reply correctly identifies the issue as an outage, acknowledges it publicly, and follows policy by requesting the specific account email via DM for further assistance.",qwen/qwen3.8-27b,v1
399225,"@DropboxSupport The other problem! In my shared folder with others, i selected remove my access and keep a copy. But....just no any response, Advise pls",sharing_permissions,llm,"When you remove your access and keep a copy, Dropbox creates a copy in your own account. Check your Files tab. If you still can’t see it, let us know.",5,5,5,5,5,False,"The reply correctly identifies the intent as informational/how-to, provides the specific location to check (Files tab) without deflecting to DMs, and maintains a helpful tone.",qwen/qwen3.8-27b,v1
399225,"@DropboxSupport The other problem! In my shared folder with others, i selected remove my access and keep a copy. But....just no any response, Advise pls",sharing_permissions,simple,"@434186 Ah gotcha! Is someone else the owner of this shared folder, and have they added the PNG's?",1,1,1,3,1,False,The reply invents specific details (PNGs) not present in the customer's tweet and asks an irrelevant question instead of addressing the reported issue or following the policy for account-specific intents.,qwen/qwen3.8-27b,v1
399225,"@DropboxSupport The other problem! In my shared folder with others, i selected remove my access and keep a copy. But....just no any response, Advise pls",sharing_permissions,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",4,5,5,5,5,False,"The reply correctly identifies the issue as account-specific, asks for the required account email to proceed, and maintains a professional tone without inventing details.",qwen/qwen3.8-27b,v1
2032832,"@DropboxSupport - my sister uploaded files through a share link I sent her, but I can't see her photos. Any ideas?",sharing_permissions,llm,"Hi there! If you sent an upload link, the files should appear in the folder the link points to. Check that folder or the link's destination. If you used a view‑only link, create a new upload link. Need more help? DM us with the link URL.",5,5,5,5,5,False,"The reply correctly identifies the likely cause (view-only vs upload link), provides actionable troubleshooting steps, and specifies exactly what to send in a DM (the link URL) if further help is needed.",qwen/qwen3.8-27b,v1
2032832,"@DropboxSupport - my sister uploaded files through a share link I sent her, but I can't see her photos. Any ideas?",sharing_permissions,simple,"@768208 Hi there, currently team admins are able to see in the Activity log if a link was accessed. You can delete any shared link from the file directly. You can view all the shared links from here: https://t.co/lxysp7BTWa",2,4,3,4,2,False,"The reply fails to address the customer's specific issue of not seeing uploaded files, instead providing irrelevant information about activity logs and link deletion, and incorrectly assumes a team admin context.",qwen/qwen3.8-27b,v1
2032832,"@DropboxSupport - my sister uploaded files through a share link I sent her, but I can't see her photos. Any ideas?",sharing_permissions,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",4,5,5,5,5,False,"The reply correctly identifies the issue as account-specific, asks for the specific required information (account email) to investigate, and maintains a professional tone without inventing details.",qwen/qwen3.8-27b,v1
1495052,@118189 I need more space and refuse to pay for 5 users on Business. What are my options?,storage_quota_plan_limits,llm,"Hey there! If you need more space but don’t want to pay for 5 Business users, consider upgrading to a higher Business tier or switching to a Personal/Family plan. See pricing: https://www.dropbox.com/plans. DM us your account email and reason so we can help. Cheers!",5,5,5,5,5,False,"The reply correctly addresses the storage quota intent by providing specific plan options and a link, while also following the brand policy for account-specific intents by explicitly requesting the account email and reason via DM.",qwen/qwen3.8-27b,v1
1495052,@118189 I need more space and refuse to pay for 5 users on Business. What are my options?,storage_quota_plan_limits,simple,"@581108 Hey there, currently you can't buy features separately. If a particular feature is important to you, you could consider other plans:... 1/3",2,1,3,3,1,True,"The reply fails to follow the brand policy for storage_quota_plan_limits by not asking the customer to DM with specific account details, and it provides a generic, potentially inaccurate statement about purchasing features separately without addressing the specific pricing objection.",qwen/qwen3.8-27b,v1
1495052,@118189 I need more space and refuse to pay for 5 users on Business. What are my options?,storage_quota_plan_limits,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",4,5,5,5,5,False,"The reply correctly identifies the intent as account-specific, asks for the required information (account email) to proceed, and maintains a professional tone without inventing details.",qwen/qwen3.8-27b,v1
53189,@DropboxSupport It would be great if they offered a little bit more space. I would pay more if it did. Thanks for the reply,storage_quota_plan_limits,simple,"@371566 No worries at all, always happy to clarify these sorts of updates, and receive feedback from the users perspective. 😊",1,1,5,4,1,False,"The reply fails to address the customer's specific intent regarding storage limits or provide any actionable information, violating the policy for informational intents by offering only a generic, non-responsive acknowledgment.",qwen/qwen3.8-27b,v1
53189,@DropboxSupport It would be great if they offered a little bit more space. I would pay more if it did. Thanks for the reply,storage_quota_plan_limits,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",5,5,5,5,5,False,"The reply correctly identifies the intent as account-specific, asks for the required specific information (account email) to proceed, and maintains a professional tone without inventing details.",qwen/qwen3.8-27b,v1
1600556,@DropboxSupport i can't open a shared link. Just keeps loading the files but never shows them,sync_app_bug,llm,"@123456 Hi there, could you try opening the link in a different browser or incognito? Let us know if it still loads.",4,5,5,5,4,False,"The reply provides a relevant troubleshooting step for a sync/app bug without violating brand policies or inventing details, though it could be more comprehensive by suggesting clearing cache or checking internet connection.",qwen/qwen3.8-27b,v1
1600556,@DropboxSupport i can't open a shared link. Just keeps loading the files but never shows them,sync_app_bug,simple,"@321845 Hi Danny, thanks for letting us know. Are you still having issues accessing Dropbox? Let us know! Thx!",1,1,1,2,1,False,"The reply invents the customer's name ('Danny'), fails to address the specific sync/link bug, and provides no actionable solution or required information for a DM, violating all brand policies for this intent.",qwen/qwen3.8-27b,v1
1600556,@DropboxSupport i can't open a shared link. Just keeps loading the files but never shows them,sync_app_bug,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",3,4,5,5,4,False,"The reply correctly identifies the need for account-specific troubleshooting for a sync/app bug, asks for the specific required information (account email) to proceed, and maintains a professional tone without inventing details.",qwen/qwen3.8-27b,v1
2828924,@DropboxSupport I Have done this. Too bad it didn't solve the problem,sync_app_bug,llm,Hi! Sorry to hear that. Could you let us know what steps you tried and what error or issue you're still seeing? We'll help you troubleshoot.,4,5,5,5,4,False,"The reply appropriately asks for specific details to troubleshoot the sync bug without deflecting to DMs or inventing information, adhering to brand guidelines for technical support.",qwen/qwen3.8-27b,v1
2828924,@DropboxSupport I Have done this. Too bad it didn't solve the problem,sync_app_bug,simple,@182114 ...contacts and resend the email? Thanks for your patience on this! 2/2,1,1,1,2,1,True,"The reply is a fragmented, incoherent fragment that fails to address the customer's report of an unsolved sync bug, invents context ('contacts', 'email'), and does not follow the policy for technical support issues.",qwen/qwen3.8-27b,v1
2828924,@DropboxSupport I Have done this. Too bad it didn't solve the problem,sync_app_bug,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",2,2,5,4,2,True,"The reply fails to address the specific sync bug or provide a solution, and while it asks for the account email, it does not specify the necessary context (like the nature of the sync issue) required to resolve the technical problem, making it a generic deflection.",qwen/qwen3.8-27b,v1
2055860,@DropboxSupport All good now. Looks like it was just a capacity issue on your end. Thanks for getting back to me.,no_action_needed,llm,We’re glad to hear that you’re all good! Thanks for letting us know. Happy Dropboxing 🙂,5,5,5,5,5,False,"The reply appropriately acknowledges the customer's update that the issue is resolved, matching the 'no_action_needed' intent without unnecessary deflection or invented details.",qwen/qwen3.8-27b,v1
2055860,@DropboxSupport All good now. Looks like it was just a capacity issue on your end. Thanks for getting back to me.,no_action_needed,simple,@628577 We’re glad to hear that you’re all good there! Thanks for letting us know. Happy Dropboxing 🙂,5,5,5,5,5,False,"The reply appropriately acknowledges the customer's update that the issue is resolved, matching the 'no_action_needed' intent with a friendly and professional tone.",qwen/qwen3.8-27b,v1
2055860,@DropboxSupport All good now. Looks like it was just a capacity issue on your end. Thanks for getting back to me.,no_action_needed,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",1,1,1,2,1,True,"The reply completely ignores the customer's statement that the issue is resolved and thanks them, instead incorrectly treating it as an active problem and asking for unnecessary account details.",qwen/qwen3.8-27b,v1
149031,What are the best practices to signal a phishing page targeting @118189 users ?,phishing_abuse_report,llm,"Hi, thanks for flagging. Please forward the phishing page URL and any related emails to __email__ so we can investigate. Thanks again!",5,5,5,5,5,False,"The reply correctly identifies the intent as a phishing report, acknowledges the user, and provides specific instructions on what to send (URL and emails) to a designated channel, which aligns with best practices for handling security reports without inventing details.",qwen/qwen3.8-27b,v1
149031,What are the best practices to signal a phishing page targeting @118189 users ?,phishing_abuse_report,simple,"@411106 Hi Carl, thanks for flagging. Can you please forward the entire e-mail to __email__? Thanks again!",5,5,5,5,5,False,"The reply correctly identifies the intent as a phishing report, provides a specific action (forwarding the email) and a specific destination (email address), and maintains a professional tone without inventing details.",qwen/qwen3.8-27b,v1
149031,What are the best practices to signal a phishing page targeting @118189 users ?,phishing_abuse_report,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",4,5,5,5,5,False,"The reply correctly identifies the intent as a security/abuse report, asks for the specific required information (account email) to investigate, and avoids inventing details or deflecting without instruction.",qwen/qwen3.8-27b,v1
2179735,"@DropboxSupport How can you allow that? Dropbox is all about data security, how can you allow Team Admin to have the power of erasing my personal data without my permission. This is a breach of personal data not to mention I lost my paid subscription too",sharing_permissions,llm,"@Customer Hi there, sorry to hear this. Could you let us know which team admin performed the deletion and when? We'll investigate.",4,5,5,4,4,False,The reply correctly identifies the intent as account-specific (data loss/security) and asks for the specific details required to investigate (who and when) without inventing facts or deflecting to a DM.,qwen/qwen3.8-27b,v1
2179735,"@DropboxSupport How can you allow that? Dropbox is all about data security, how can you allow Team Admin to have the power of erasing my personal data without my permission. This is a breach of personal data not to mention I lost my paid subscription too",sharing_permissions,simple,"@164648 Hi Paul, if you still have the original files on your old computer, this article might help! https://t.co/2UB94ZxFmP",1,1,1,2,1,True,"The reply ignores the customer's specific complaint about security and billing, invents a context (files on an old computer) not present in the tweet, and fails to address the account-specific nature of the issue by providing a generic link instead of requesting necessary details via DM.",qwen/qwen3.8-27b,v1
2179735,"@DropboxSupport How can you allow that? Dropbox is all about data security, how can you allow Team Admin to have the power of erasing my personal data without my permission. This is a breach of personal data not to mention I lost my paid subscription too",sharing_permissions,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",4,5,5,5,5,False,"The reply correctly identifies the issue as account-specific (data loss/security) and follows policy by asking for the specific required information (account email) via DM to investigate, rather than just deflecting.",qwen/qwen3.8-27b,v1
2168060,"@DropboxSupport hi, you have just charged me £750 without my authorisation. I would like to speak to a rep to get this cancelled asap.",billing_subscription,llm,"Hi @customer, sorry to hear that. Please DM us your account email and the charge details (date, amount) so we can investigate and cancel it. Thanks!",5,5,5,5,5,False,"The reply correctly identifies the intent as billing_subscription, asks for the specific details required (account email and charge details) to investigate, and maintains a professional tone without inventing facts.",qwen/qwen3.8-27b,v1
2168060,"@DropboxSupport hi, you have just charged me £750 without my authorisation. I would like to speak to a rep to get this cancelled asap.",billing_subscription,simple,"@455980 ...www.dropbox.com/support + DM us your ticket ID, so we can follow up with you from there? Thanks in advance! 2/2",5,5,5,4,5,False,"The reply correctly identifies the intent as billing_subscription, follows the brand policy by asking for the specific required information (ticket ID) via DM, and maintains a professional tone without inventing details.",qwen/qwen3.8-27b,v1
